Category,scheme_name,scheme_url,scheme_pr_url
Sectoral/Thematic,Aditya Birla Sun Life Pharma & Healthcare Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/aditya-birla-sun-life-pharma-healthcare-fund-direct-plan-growth/MBS3060,https://www.moneycontrol.com/mutual-funds/aditya-birla-sun-life-pharma-healthcare-fund-direct-plan-growth/MBS3060/portfolio-overview/MBS3060
Sectoral/Thematic,ICICI Prudential India Opportunities Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-india-opportunities-fund-growth/MPI4087,https://www.moneycontrol.com/mutual-funds/icici-prudential-india-opportunities-fund-growth/MPI4087/portfolio-overview/MPI4087
Sectoral/Thematic,Nippon India Pharma Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-pharma-fund-growth/MRC058,https://www.moneycontrol.com/mutual-funds/nippon-india-pharma-fund-growth/MRC058/portfolio-overview/MRC058
Sectoral/Thematic,ICICI Prudential Business Cycle Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-business-cycle-fund-direct-plan-growth/MPI4496,https://www.moneycontrol.com/mutual-funds/icici-prudential-business-cycle-fund-direct-plan-growth/MPI4496/portfolio-overview/MPI4496
Multi Cap Fund,Axis Multicap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/axis-multicap-fund-direct-plan-growth/MAA957,https://www.moneycontrol.com/mutual-funds/axis-multicap-fund-direct-plan-growth/MAA957/portfolio-overview/MAA957
Flexi Cap Fund,Motilal Oswal Flexi Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/motilal-oswal-flexi-cap-fund-growth/MMO029,https://www.moneycontrol.com/mutual-funds/motilal-oswal-flexi-cap-fund-growth/MMO029/portfolio-overview/MMO029
Focused Fund,ICICI Prudential Focused Equity Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-focused-equity-fund-direct-plan-growth/MPI1124,https://www.moneycontrol.com/mutual-funds/icici-prudential-focused-equity-fund-direct-plan-growth/MPI1124/portfolio-overview/MPI1124
Sectoral/Thematic,Sundaram Infrastructure Advantage Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/sundaram-infrastructure-advantage-fund-growth/MSN083,https://www.moneycontrol.com/mutual-funds/sundaram-infrastructure-advantage-fund-growth/MSN083/portfolio-overview/MSN083
Dividend Yield Fund,ICICI Prudential Dividend Yield Equity Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-dividend-yield-equity-fund-growth/MPI2056,https://www.moneycontrol.com/mutual-funds/icici-prudential-dividend-yield-equity-fund-growth/MPI2056/portfolio-overview/MPI2056
Flexi Cap Fund,HDFC Flexi Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-flexi-cap-fund-direct-plan-growth/MHD1144,https://www.moneycontrol.com/mutual-funds/hdfc-flexi-cap-fund-direct-plan-growth/MHD1144/portfolio-overview/MHD1144
Small Cap Fund,Edelweiss Small Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-small-cap-fund-direct-plan-growth/MJP351,https://www.moneycontrol.com/mutual-funds/edelweiss-small-cap-fund-direct-plan-growth/MJP351/portfolio-overview/MJP351
Sectoral/Thematic,HSBC Business Cycles Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hsbc-business-cycles-fund-direct-plan-growth/MCC519,https://www.moneycontrol.com/mutual-funds/hsbc-business-cycles-fund-direct-plan-growth/MCC519/portfolio-overview/MCC519
Flexi Cap Fund,Bank of India Flexi Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/bank-of-india-flexi-cap-fund-direct-plan-growth/MBA215,https://www.moneycontrol.com/mutual-funds/bank-of-india-flexi-cap-fund-direct-plan-growth/MBA215/portfolio-overview/MBA215
Sectoral/Thematic,Tata India Pharma & Heathcare Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/tata-india-pharma-heathcare-fund-growth/MTA1153,https://www.moneycontrol.com/mutual-funds/tata-india-pharma-heathcare-fund-growth/MTA1153/portfolio-overview/MTA1153
Multi Cap Fund,HDFC Multicap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-multicap-fund-direct-plan-growth/MHD3487,https://www.moneycontrol.com/mutual-funds/hdfc-multicap-fund-direct-plan-growth/MHD3487/portfolio-overview/MHD3487
Sectoral/Thematic,Kotak Pioneer Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-pioneer-fund-direct-plan-growth/MKM1351,https://www.moneycontrol.com/mutual-funds/kotak-pioneer-fund-direct-plan-growth/MKM1351/portfolio-overview/MKM1351
Mid Cap Fund,Franklin India Mid Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-mid-cap-fund-growth/MKP002,https://www.moneycontrol.com/mutual-funds/franklin-india-mid-cap-fund-growth/MKP002/portfolio-overview/MKP002
ELSS,ITI ELSS Tax Saver Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/iti-elss-tax-saver-fund-direct-plan-growth/MIT019,https://www.moneycontrol.com/mutual-funds/iti-elss-tax-saver-fund-direct-plan-growth/MIT019/portfolio-overview/MIT019
Small Cap Fund,Sundaram Small Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/sundaram-small-cap-fund-direct-plan-growth/MSN572,https://www.moneycontrol.com/mutual-funds/sundaram-small-cap-fund-direct-plan-growth/MSN572/portfolio-overview/MSN572
Sectoral/Thematic,Invesco India Financial Services Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-financial-services-fund-direct-plan-growth/MLI570,https://www.moneycontrol.com/mutual-funds/invesco-india-financial-services-fund-direct-plan-growth/MLI570/portfolio-overview/MLI570
Value Fund,Nippon India Value Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-value-fund-direct-plan-growth/MRC1016,https://www.moneycontrol.com/mutual-funds/nippon-india-value-fund-direct-plan-growth/MRC1016/portfolio-overview/MRC1016
Small Cap Fund,HSBC Small Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hsbc-small-cap-fund-direct-plan-growth/MCC492,https://www.moneycontrol.com/mutual-funds/hsbc-small-cap-fund-direct-plan-growth/MCC492/portfolio-overview/MCC492
Mid Cap Fund,ICICI Prudential MidCap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-midcap-fund-direct-plan-growth/MPI1150,https://www.moneycontrol.com/mutual-funds/icici-prudential-midcap-fund-direct-plan-growth/MPI1150/portfolio-overview/MPI1150
Contra Fund,Kotak Contra Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-contra-fund-direct-plan-growth/MKM530,https://www.moneycontrol.com/mutual-funds/kotak-contra-fund-direct-plan-growth/MKM530/portfolio-overview/MKM530
ELSS,HDFC ELSS Tax saver - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-elss-tax-saver-direct-plan-growth/MHD1167,https://www.moneycontrol.com/mutual-funds/hdfc-elss-tax-saver-direct-plan-growth/MHD1167/portfolio-overview/MHD1167
Focused Fund,HDFC Focused Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-focused-fund-growth/MHD044,https://www.moneycontrol.com/mutual-funds/hdfc-focused-fund-growth/MHD044/portfolio-overview/MHD044
Mid Cap Fund,Tata Mid Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/tata-mid-cap-fund-direct-plan-growth/MTA776,https://www.moneycontrol.com/mutual-funds/tata-mid-cap-fund-direct-plan-growth/MTA776/portfolio-overview/MTA776
Multi Cap Fund,ITI Multi Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/iti-multi-cap-fund-direct-plan-growth/MIT015,https://www.moneycontrol.com/mutual-funds/iti-multi-cap-fund-direct-plan-growth/MIT015/portfolio-overview/MIT015
Large & Mid Cap Fund,UTI Large & Mid Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-large-mid-cap-fund-direct-plan-growth/MUT633,https://www.moneycontrol.com/mutual-funds/uti-large-mid-cap-fund-direct-plan-growth/MUT633/portfolio-overview/MUT633
Index Funds/ETFs,UTI Gold Exchange Traded Fund,https://www.moneycontrol.com/mutual-funds/nav/uti-gold-exchange-traded-fund/MUT113,https://www.moneycontrol.com/mutual-funds/uti-gold-exchange-traded-fund/MUT113/portfolio-overview/MUT113
Flexi Cap Fund,HDFC Flexi Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-flexi-cap-fund-growth/MZU001,https://www.moneycontrol.com/mutual-funds/hdfc-flexi-cap-fund-growth/MZU001/portfolio-overview/MZU001
Sectoral/Thematic,Tata Infrastructure Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/tata-infrastructure-fund-direct-plan-growth/MTA767,https://www.moneycontrol.com/mutual-funds/tata-infrastructure-fund-direct-plan-growth/MTA767/portfolio-overview/MTA767
Fund of Funds,SBI Gold Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/sbi-gold-fund-direct-plan-growth/MSB522,https://www.moneycontrol.com/mutual-funds/sbi-gold-fund-direct-plan-growth/MSB522/portfolio-overview/MSB522
Contra Fund,SBI Contra Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/sbi-contra-fund-direct-plan-growth/MSB530,https://www.moneycontrol.com/mutual-funds/sbi-contra-fund-direct-plan-growth/MSB530/portfolio-overview/MSB530
Mid Cap Fund,Kotak Midcap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-midcap-fund-growth/MKM099,https://www.moneycontrol.com/mutual-funds/kotak-midcap-fund-growth/MKM099/portfolio-overview/MKM099
Value Fund,ICICI Prudential Value Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-value-fund-direct-plan-growth/MPI1116,https://www.moneycontrol.com/mutual-funds/icici-prudential-value-fund-direct-plan-growth/MPI1116/portfolio-overview/MPI1116
Small Cap Fund,DSP Small Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/dsp-small-cap-fund-direct-plan-growth/MDS584,https://www.moneycontrol.com/mutual-funds/dsp-small-cap-fund-direct-plan-growth/MDS584/portfolio-overview/MDS584
Index Funds/ETFs,Invesco India Gold Exchange Traded Fund,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-gold-exchange-traded-fund/MLI347,https://www.moneycontrol.com/mutual-funds/invesco-india-gold-exchange-traded-fund/MLI347/portfolio-overview/MLI347
Multi Asset Allocation,Quant Multi Asset Allocation Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/quant-multi-asset-allocation-fund-direct-plan-growth/MES063,https://www.moneycontrol.com/mutual-funds/quant-multi-asset-allocation-fund-direct-plan-growth/MES063/portfolio-overview/MES063
Fund of Funds,Kotak Gold Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-gold-fund-direct-plan-growth/MKM547,https://www.moneycontrol.com/mutual-funds/kotak-gold-fund-direct-plan-growth/MKM547/portfolio-overview/MKM547
Fund of Funds,Axis Gold Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/axis-gold-fund-direct-plan-growth/MAA185,https://www.moneycontrol.com/mutual-funds/axis-gold-fund-direct-plan-growth/MAA185/portfolio-overview/MAA185
Sectoral/Thematic,Tata Business Cycle Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/tata-business-cycle-fund-direct-plan-growth/MTA1377,https://www.moneycontrol.com/mutual-funds/tata-business-cycle-fund-direct-plan-growth/MTA1377/portfolio-overview/MTA1377
Value Fund,Nippon India Value Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-value-fund-growth/MRC098,https://www.moneycontrol.com/mutual-funds/nippon-india-value-fund-growth/MRC098/portfolio-overview/MRC098
Fund of Funds,Aditya Birla Sun Life Gold Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/aditya-birla-sun-life-gold-fund-direct-plan-growth/MBS909,https://www.moneycontrol.com/mutual-funds/aditya-birla-sun-life-gold-fund-direct-plan-growth/MBS909/portfolio-overview/MBS909
Fund of Funds,Nippon India Gold Savings Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-gold-savings-fund-direct-plan-growth/MRC917,https://www.moneycontrol.com/mutual-funds/nippon-india-gold-savings-fund-direct-plan-growth/MRC917/portfolio-overview/MRC917
ELSS,HDFC ELSS Tax saver - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-elss-tax-saver-growth/MZU017,https://www.moneycontrol.com/mutual-funds/hdfc-elss-tax-saver-growth/MZU017/portfolio-overview/MZU017
Contra Fund,Invesco India Contra Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-contra-fund-direct-plan-growth/MLI566,https://www.moneycontrol.com/mutual-funds/invesco-india-contra-fund-direct-plan-growth/MLI566/portfolio-overview/MLI566
Sectoral/Thematic,UTI Infrastructure Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-infrastructure-fund-direct-plan-growth/MUT647,https://www.moneycontrol.com/mutual-funds/uti-infrastructure-fund-direct-plan-growth/MUT647/portfolio-overview/MUT647
Sectoral/Thematic,HSBC Business Cycles Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/hsbc-business-cycles-fund-growth/MCC516,https://www.moneycontrol.com/mutual-funds/hsbc-business-cycles-fund-growth/MCC516/portfolio-overview/MCC516
Large & Mid Cap Fund,ICICI Prudential Large & Mid Cap Fund- Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-large-mid-cap-funddirect-plan-growth/MPI1130,https://www.moneycontrol.com/mutual-funds/icici-prudential-large-mid-cap-funddirect-plan-growth/MPI1130/portfolio-overview/MPI1130
Sectoral/Thematic,Mirae Asset Healthcare Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/mirae-asset-healthcare-fund-growth/MMA143,https://www.moneycontrol.com/mutual-funds/mirae-asset-healthcare-fund-growth/MMA143/portfolio-overview/MMA143
Value Fund,ITI Value Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/iti-value-fund-direct-plan-growth/MIT059,https://www.moneycontrol.com/mutual-funds/iti-value-fund-direct-plan-growth/MIT059/portfolio-overview/MIT059
Sectoral/Thematic,Tata India Pharma & Heathcare Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/tata-india-pharma-heathcare-fund-growth/MTA1153,https://www.moneycontrol.com/mutual-funds/tata-india-pharma-heathcare-fund-growth/MTA1153/portfolio-overview/MTA1153
Sectoral/Thematic,ICICI Prudential Commodities Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-commodities-fund-direct-plan-growth/MPI4443,https://www.moneycontrol.com/mutual-funds/icici-prudential-commodities-fund-direct-plan-growth/MPI4443/portfolio-overview/MPI4443
Sectoral/Thematic,HDFC Housing Opportunities Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-housing-opportunities-fund-direct-plan-growth/MHD3093,https://www.moneycontrol.com/mutual-funds/hdfc-housing-opportunities-fund-direct-plan-growth/MHD3093/portfolio-overview/MHD3093
Sectoral/Thematic,UTI Transportation and Logistics Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-transportation-and-logistics-fund-direct-plan-growth/MUT623,https://www.moneycontrol.com/mutual-funds/uti-transportation-and-logistics-fund-direct-plan-growth/MUT623/portfolio-overview/MUT623
Fund of Funds,Axis Gold Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/axis-gold-fund-growth/MAA124,https://www.moneycontrol.com/mutual-funds/axis-gold-fund-growth/MAA124/portfolio-overview/MAA124
Mid Cap Fund,ICICI Prudential MidCap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-midcap-fund-growth/MPI089,https://www.moneycontrol.com/mutual-funds/icici-prudential-midcap-fund-growth/MPI089/portfolio-overview/MPI089
Fund of Funds,Nippon India Gold Savings Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-gold-savings-fund-growth/MRC647,https://www.moneycontrol.com/mutual-funds/nippon-india-gold-savings-fund-growth/MRC647/portfolio-overview/MRC647
Mid Cap Fund,Baroda BNP Paribas Mid Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/baroda-bnp-paribas-mid-cap-fund-direct-plan-growth/MAB726,https://www.moneycontrol.com/mutual-funds/baroda-bnp-paribas-mid-cap-fund-direct-plan-growth/MAB726/portfolio-overview/MAB726
Fund of Funds,Kotak Gold Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-gold-fund-growth/MKM391,https://www.moneycontrol.com/mutual-funds/kotak-gold-fund-growth/MKM391/portfolio-overview/MKM391
Value Fund,ICICI Prudential Value Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-value-fund-growth/MPI087,https://www.moneycontrol.com/mutual-funds/icici-prudential-value-fund-growth/MPI087/portfolio-overview/MPI087
Multi Cap Fund,ICICI Prudential Multicap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-multicap-fund-direct-plan-growth/MPI1132,https://www.moneycontrol.com/mutual-funds/icici-prudential-multicap-fund-direct-plan-growth/MPI1132/portfolio-overview/MPI1132
Small Cap Fund,Axis Small Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/axis-small-cap-fund-direct-plan-growth/MAA316,https://www.moneycontrol.com/mutual-funds/axis-small-cap-fund-direct-plan-growth/MAA316/portfolio-overview/MAA316
Small Cap Fund,Sundaram Small Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/sundaram-small-cap-fund-growth/MSN066,https://www.moneycontrol.com/mutual-funds/sundaram-small-cap-fund-growth/MSN066/portfolio-overview/MSN066
Flexi Cap Fund,Parag Parikh Flexi Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/parag-parikh-flexi-cap-fund-direct-plan-growth/MPP002,https://www.moneycontrol.com/mutual-funds/parag-parikh-flexi-cap-fund-direct-plan-growth/MPP002/portfolio-overview/MPP002
Small Cap Fund,HSBC Small Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/hsbc-small-cap-fund-growth/MCC490,https://www.moneycontrol.com/mutual-funds/hsbc-small-cap-fund-growth/MCC490/portfolio-overview/MCC490
Large & Mid Cap Fund,UTI Large & Mid Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-large-mid-cap-fund-growth/MUT010,https://www.moneycontrol.com/mutual-funds/uti-large-mid-cap-fund-growth/MUT010/portfolio-overview/MUT010
